id,paper_doi,paper_title,paper_year,system_type,parameter_name,parameter_category,parameter_subcategory,extracted_value,numeric_value,parameter_unit,has_numeric_value,confidence,extraction_method,source_section,is_verified,verified_mes_paper
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-voltage,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,voltage,ELECTROCHEMICAL,general,1.8,1.8,V,t,0.6,regex,results,f,t
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-voltage,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,voltage,ELECTROCHEMICAL,general,-0.6,-0.6,V,t,0.6,regex,conclusion,f,t
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-voltage,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,voltage,ELECTROCHEMICAL,general,1.2,1.2,V,t,0.6,regex,conclusion,f,t
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-activated_carbon,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,Activated Carbon,MATERIALS,carbon-based-anodes,-2,-2,-,t,0.6,regex,results,f,t
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-polymer_coating,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,Polymer Coating,MATERIALS,anode-modifications,178,178,-,t,0.6,regex,conclusion,f,t
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-peak_current,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,Peak Current,MATERIALS,general,1.2,1.2,mA,t,0.6,regex,results,f,t
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-peak_current,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,Peak Current,MATERIALS,general,0.8,0.8,mA,t,0.6,regex,results,f,t
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-peak_current,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,Peak Current,MATERIALS,general,642.6,642.6,mA,t,0.6,regex,results,f,t
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-peak_current,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,Peak Current,MATERIALS,general,605.1,605.1,mA,t,0.6,regex,results,f,t
cb8240c5588af95d20761fac827af6d66d72deacb14bb968e3de43ffc91f0d6a-graphene_oxide,10.1002/adma.202109442,Solution‐Deposited and Patternable Conductive Polymer Thin‐Film Electrodes for Microbial Bioelectronics,2022,MFC,Graphene Oxide,MATERIALS,advanced-carbon-materials,-2,-2,-,t,0.6,regex,results,f,t
5d4d963bc895bc3e7864b9cf6ee30b0a07e7a8734719e9fa88060de0727c504d-activated_carbon,10.1002/cssc.202100294,,,,Activated Carbon,MATERIALS,carbon-based-anodes,46,46,-,t,0.6,regex,methods,f,t
5d4d963bc895bc3e7864b9cf6ee30b0a07e7a8734719e9fa88060de0727c504d-internal_resistance,10.1002/cssc.202100294,,,,Internal Resistance,MATERIALS,general,100,100,Ω,t,0.6,regex,methods,f,t
5d4d963bc895bc3e7864b9cf6ee30b0a07e7a8734719e9fa88060de0727c504d-overpotential,10.1002/cssc.202100294,,,,Overpotential,MATERIALS,general,86,86,mV,t,0.6,regex,discussion,f,t
5d4d963bc895bc3e7864b9cf6ee30b0a07e7a8734719e9fa88060de0727c504d-overpotential,10.1002/cssc.202100294,,,,Overpotential,MATERIALS,general,511,511,mV,t,0.6,regex,discussion,f,t
5d4d963bc895bc3e7864b9cf6ee30b0a07e7a8734719e9fa88060de0727c504d-volume,10.1002/cssc.202100294,,,,volume,MATERIALS,general,125,125,mL,t,0.6,regex,methods,f,t
5d4d963bc895bc3e7864b9cf6ee30b0a07e7a8734719e9fa88060de0727c504d-temperature,10.1002/cssc.202100294,,,,temperature,OPERATIONAL,general,25,25,°C,t,0.6,regex,methods,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,voltage,ELECTROCHEMICAL,general,0.5,0.5,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,voltage,ELECTROCHEMICAL,general,0.6,0.6,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,voltage,ELECTROCHEMICAL,general,0.85,0.85,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,voltage,ELECTROCHEMICAL,general,0.108,0.108,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,voltage,ELECTROCHEMICAL,general,0.06,0.06,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,voltage,ELECTROCHEMICAL,general,0.75,0.75,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-cell_voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,Cell Voltage,MATERIALS,general,0.108,0.108,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-cell_voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,Cell Voltage,MATERIALS,general,0.06,0.06,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-cell_voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,Cell Voltage,MATERIALS,general,0.75,0.75,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-cell_voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,Cell Voltage,MATERIALS,general,0.5,0.5,V,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-design,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,design,MATERIALS,general,18,18,-,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-temperature,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,temperature,OPERATIONAL,general,80,80,°C,t,0.6,regex,abstract,f,t
125817814f974acb94ad6bbed550ba2722479a3a763f2033ab20e8889e585ad4-open_circuit_voltage,10.1002/fuce.201600214,Utilizing a Segmented Fuel Cell to Study the Effects of Electrode Coating Irregularities on PEM Fuel Cell Initial Performance,2017,MFC,Open Circuit Voltage,PERFORMANCE,current--voltage-metrics,0.5,0.5,V,t,0.6,regex,abstract,f,t
ea300a969c50e0505fde57ae111985ea1c48ae9a96112b71b1dbf957fd86b0c7-ph,10.1002/fuce.201700135,Catalytic Reforming System Suitable for Transportation Applications,2018,BES,pH,ENVIRONMENTAL,general,2,2,-,t,0.6,regex,abstract,f,t
ea300a969c50e0505fde57ae111985ea1c48ae9a96112b71b1dbf957fd86b0c7-ph,10.1002/fuce.201700135,Catalytic Reforming System Suitable for Transportation Applications,2018,BES,pH,ENVIRONMENTAL,general,15,15,-,t,0.6,regex,abstract,f,t
ea300a969c50e0505fde57ae111985ea1c48ae9a96112b71b1dbf957fd86b0c7-temperature,10.1002/fuce.201700135,Catalytic Reforming System Suitable for Transportation Applications,2018,BES,temperature,OPERATIONAL,general,0,0,°C,t,0.6,regex,abstract,f,t
ea300a969c50e0505fde57ae111985ea1c48ae9a96112b71b1dbf957fd86b0c7-flow_measurement,10.1002/fuce.201700135,Catalytic Reforming System Suitable for Transportation Applications,2018,BES,Flow Measurement,OPERATIONAL,flow-control,39,39,-,t,0.6,regex,references,f,t
ea300a969c50e0505fde57ae111985ea1c48ae9a96112b71b1dbf957fd86b0c7-flow_measurement,10.1002/fuce.201700135,Catalytic Reforming System Suitable for Transportation Applications,2018,BES,Flow Measurement,OPERATIONAL,flow-control,1351,1351,-,t,0.6,regex,references,f,t
ea300a969c50e0505fde57ae111985ea1c48ae9a96112b71b1dbf957fd86b0c7-flow_measurement,10.1002/fuce.201700135,Catalytic Reforming System Suitable for Transportation Applications,2018,BES,Flow Measurement,OPERATIONAL,flow-control,84,84,-,t,0.6,regex,references,f,t
ea300a969c50e0505fde57ae111985ea1c48ae9a96112b71b1dbf957fd86b0c7-flow_measurement,10.1002/fuce.201700135,Catalytic Reforming System Suitable for Transportation Applications,2018,BES,Flow Measurement,OPERATIONAL,flow-control,79,79,-,t,0.6,regex,references,f,t
ea300a969c50e0505fde57ae111985ea1c48ae9a96112b71b1dbf957fd86b0c7-flow_measurement,10.1002/fuce.201700135,Catalytic Reforming System Suitable for Transportation Applications,2018,BES,Flow Measurement,OPERATIONAL,flow-control,193,193,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,3,3,-,t,0.6,regex,introduction,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,5,5,-,t,0.6,regex,conclusion,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,139,139,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,275,275,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,19,19,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,2956,2956,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,1,1,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,161,161,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,296,296,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,8,8,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,40,40,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,668,668,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,586,586,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,2395,2395,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,6101,6101,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,209,209,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,203,203,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,101,101,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,443,443,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,809,809,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,1701,1701,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,12780,12780,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,66,66,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,278,278,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-ph,10.1007/978-1-349-15190-5_3,,,,pH,ENVIRONMENTAL,general,7137,7137,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-substrate,10.1007/978-1-349-15190-5_3,,,,substrate,BIOLOGICAL,general,209,209,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-pseudomonas_aeruginosa,10.1007/978-1-349-15190-5_3,,,,Pseudomonas Aeruginosa,BIOLOGICAL,bacteria---electroactive-species,94,94,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-pseudomonas_aeruginosa,10.1007/978-1-349-15190-5_3,,,,Pseudomonas Aeruginosa,BIOLOGICAL,bacteria---electroactive-species,193,193,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-pseudomonas_aeruginosa,10.1007/978-1-349-15190-5_3,,,,Pseudomonas Aeruginosa,BIOLOGICAL,bacteria---electroactive-species,9221,9221,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-mode,10.1007/978-1-349-15190-5_3,,,,mode,OPERATIONAL,general,1,1,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-mode,10.1007/978-1-349-15190-5_3,,,,mode,OPERATIONAL,general,165,165,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-mode,10.1007/978-1-349-15190-5_3,,,,mode,OPERATIONAL,general,1317,1317,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-mode,10.1007/978-1-349-15190-5_3,,,,mode,OPERATIONAL,general,205,205,-,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-temperature,10.1007/978-1-349-15190-5_3,,,,temperature,OPERATIONAL,general,20,20,°C,t,0.6,regex,abstract,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-temperature,10.1007/978-1-349-15190-5_3,,,,temperature,OPERATIONAL,general,25,25,°C,t,0.6,regex,abstract,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-temperature,10.1007/978-1-349-15190-5_3,,,,temperature,OPERATIONAL,general,35,35,°C,t,0.6,regex,abstract,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-temperature,10.1007/978-1-349-15190-5_3,,,,temperature,OPERATIONAL,general,15,15,°C,t,0.6,regex,discussion,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-temperature,10.1007/978-1-349-15190-5_3,,,,temperature,OPERATIONAL,general,37,37,°C,t,0.6,regex,discussion,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-temperature,10.1007/978-1-349-15190-5_3,,,,temperature,OPERATIONAL,general,11,11,°C,t,0.6,regex,discussion,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-temperature,10.1007/978-1-349-15190-5_3,,,,temperature,OPERATIONAL,general,45,45,°C,t,0.6,regex,discussion,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-temperature,10.1007/978-1-349-15190-5_3,,,,temperature,OPERATIONAL,general,95,95,°C,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-temperature,10.1007/978-1-349-15190-5_3,,,,temperature,OPERATIONAL,general,80,80,°C,t,0.6,regex,references,f,t
9b2a2b5533ffd73cb414b18271a909ea86024b0c203ad9849650a650e72cdcdd-surface_functionalization,10.1007/978-1-349-15190-5_3,,,,Surface Functionalization,EMERGING_TECHNOLOGY,nanoparticle-properties,203,203,-,t,0.6,regex,references,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,3,3,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,10,10,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,12,12,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,9,9,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,48,48,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,-3,-3,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,70,70,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,14,14,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,1,1,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,4,4,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,554,554,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,1582,1582,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,237,237,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,1347,1347,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,792,792,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,160,160,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,1253,1253,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,1917,1917,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,1033,1033,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,2847,2847,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,3410,3410,-,t,0.6,regex,abstract,f,t
2ed4fe94a2706a7c4d998851dfb4da942589cc2d16513b9a267086c705136700-ph,10.1007/978-3-030-11599-9_18,,,,pH,ENVIRONMENTAL,general,605,605,-,t,0.6,regex,abstract,f,t
