id,paper_doi,paper_title,paper_year,system_type,parameter_name,parameter_category,parameter_subcategory,extracted_value,numeric_value,parameter_unit,has_numeric_value,confidence,extraction_method,source_section,is_verified,verified_mes_paper
976f56ac-c836-4b47-9482-9cbdf938e1c4,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
1046d2ab-bb00-4f22-b59e-f8da284ef9a4,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
cb66428b-0f12-4b96-a606-8a74654f8536,,ijred.2024.58120 - Development of a 3D-printed spongy electrode design for microbial fuel cell MFC,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,270,270,ppm,t,0.500,HYBRID,Unknown,f,t
0e14f18c-a900-4684-b93f-8303a482371b,,ijred.2024.58120 - Development of a 3D-printed spongy electrode design for microbial fuel cell MFC,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,270,270,ppm,t,0.500,HYBRID,Unknown,f,t
28a24ac8-6aee-47c5-89e2-9d3350b61494,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
c484a77b-8063-4716-9142-3530549bfc68,,s41564-024-01691-0 - Microbial polyphenol metabolism is part of the thawing permafrost carbon cycle,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,5,5,ppm,t,0.500,HYBRID,Unknown,f,f
8572e7f6-534d-41c5-a9b2-b56ccf2b1732,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
28a0cc59-5058-468c-9cd9-46eb60bfde0c,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
449cacbe-6ba6-432f-8e6d-2430acd3add1,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
175f1bfd-364f-461c-a5b5-4415da0508d4,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
16f5c11d-8ac3-4485-b94a-939bb753b024,,s41467-018-04467-3 - Nanoparticle-templated nanofiltration membranes for ultrahigh performance desali,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,1000,1000,ppm,t,0.500,HYBRID,Data,f,f
e57941b3-4390-4c9e-b2ed-ef13338837bf,,asset.v6i2.17931 - Optimization of Biogas Liquid Waste from Livestock Manure as a Source of Renewab,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,5000,5000,ppm,t,0.500,HYBRID,Unknown,f,f
c6550f54-dbc7-4e1a-a3b3-e517c6415b2e,,ijred.2024.58120 - Development of a 3D-printed spongy electrode design for microbial fuel cell MFC,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,270,270,ppm,t,0.500,HYBRID,Unknown,f,t
80933bb6-8823-4840-a296-8eb3e1578915,,asset.v6i2.17931 - Optimization of Biogas Liquid Waste from Livestock Manure as a Source of Renewab,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,5000,5000,ppm,t,0.500,HYBRID,Unknown,f,f
bc1dfe13-52b7-40e6-ae68-5cb9b8424f0d,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
5b9614df-83d2-4625-8188-905ecb1c352f,,ijred.2024.58120 - Development of a 3D-printed spongy electrode design for microbial fuel cell MFC,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,270,270,ppm,t,0.500,HYBRID,Unknown,f,t
44786290-cdf8-4cc2-9322-d07d2e18bd17,,jt.v48.233 - Microbial Consortia from Residential Wastewater for Bioremediation of Phenol in,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,173,173,ppm,t,0.500,HYBRID,Results,f,f
e75f71a1-b6e3-4af6-968e-e69bf451ecf8,,s41467-018-04467-3 - Nanoparticle-templated nanofiltration membranes for ultrahigh performance desali,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,1000,1000,ppm,t,0.500,HYBRID,Data,f,f
a28f20d1-def6-446d-ade1-7d4d75ee7714,,v1 - Green Technology Transformation of Domestic Bio-Waste into Electricity Energy to,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,400,400,ppm,t,0.500,HYBRID,Unknown,f,f
7c7af14e-3205-4ad1-9e9e-40585064b7c2,,s13201-024-02355-4 - Efficacy of bioelectrochemical and electrochemical systems in ammonia recovery f,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,500,500,ppm,t,0.500,HYBRID,Results,f,t
dd9fda5d-ed29-4f20-9cb8-422aaf5a169b,,hset.v25i.3477 - Research on Microbial Fuel Cell in Water Treatment and Power Generation,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,204,204,ppm,t,0.500,HYBRID,Unknown,f,t
7b12ac21-8cbe-4944-8c2c-9a81d69afc71,,fmicb.2023.1333696 - Driving forces shaping the microbial ecology in meat packing plants,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,128,128,ppm,t,0.500,HYBRID,Unknown,f,f
6b319fd9-53f8-4dbd-a1d8-9ae051b78024,,v1 - Integrated Treatment of textile wastewater and Methyl Orange Azo Dye Constructed,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,150,150,ppm,t,0.500,HYBRID,Results,f,f
07d9c6b9-0806-4531-8920-cbc36fae0ce3,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
c2161ff5-d2e6-49b9-9306-41e8347d8e01,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
471eac9a-e8ca-4f62-b9ca-14e4a7ea2bee,,s13201-024-02355-4 - Efficacy of bioelectrochemical and electrochemical systems in ammonia recovery f,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,500,500,ppm,t,0.500,HYBRID,Results,f,t
ecd8b4d0-ff91-4206-a7f2-6aa2ec25aac7,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
f86f8363-8d49-4a15-9801-955d89b554c0,,fmicb.2023.1333696 - Driving forces shaping the microbial ecology in meat packing plants,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,128,128,ppm,t,0.500,HYBRID,Unknown,f,f
6dac6b2a-3fc7-4e4d-a426-a9a1776cd2f7,,jt.v48.233 - Microbial Consortia from Residential Wastewater for Bioremediation of Phenol in,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,173,173,ppm,t,0.500,HYBRID,Results,f,f
f4b7dc0f-e6c4-4b5d-b495-470c7f54185d,,s13201-024-02355-4 - Efficacy of bioelectrochemical and electrochemical systems in ammonia recovery f,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,500,500,ppm,t,0.500,HYBRID,Results,f,t
2c490f3d-6f9b-42b6-9efa-d42b56882159,,s41467-018-04467-3 - Nanoparticle-templated nanofiltration membranes for ultrahigh performance desali,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,1000,1000,ppm,t,0.500,HYBRID,Data,f,f
960482ca-16b4-4447-ba0f-4740e4334e5c,,applsci-15-03335-v2,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,380,380,ppm,t,0.500,HYBRID,Unknown,f,f
4fbacef4-f3ed-42c7-ada1-0a292f503949,,hset.v25i.3477 - Research on Microbial Fuel Cell in Water Treatment and Power Generation,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,204,204,ppm,t,0.500,HYBRID,Unknown,f,t
b9dbd919-2c71-426e-af5c-a174289e2a2a,,c8ra01643g - Energy generation through bioelectrochemical degradation of pentachlorophenol in,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,100,100,ppm,t,0.500,HYBRID,Unknown,f,t
a066a9a5-6a8a-45df-af44-ef8509678c0a,,applsci-15-03335-v2,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,380,380,ppm,t,0.500,HYBRID,Unknown,f,f
a600e529-afc4-47e7-9985-a99db0ebdda1,,s41564-024-01691-0 - Microbial polyphenol metabolism is part of the thawing permafrost carbon cycle,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,5,5,ppm,t,0.500,HYBRID,Unknown,f,f
dff0288e-c5f3-4407-bf21-481c13eebcc4,,s41564-024-01691-0 - Microbial polyphenol metabolism is part of the thawing permafrost carbon cycle,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,5,5,ppm,t,0.500,HYBRID,Unknown,f,f
e0a91901-67ec-40d0-8337-7f42b5d6daae,,s41467-018-04467-3 - Nanoparticle-templated nanofiltration membranes for ultrahigh performance desali,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,1000,1000,ppm,t,0.500,HYBRID,Data,f,f
a7fac2a3-195b-429a-bf37-64acd0f481cb,,hset.v25i.3477 - Research on Microbial Fuel Cell in Water Treatment and Power Generation,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,204,204,ppm,t,0.500,HYBRID,Unknown,f,t
b8c2eceb-6c76-4d8c-8967-307328430a16,,s41564-024-01691-0 - Microbial polyphenol metabolism is part of the thawing permafrost carbon cycle,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,5,5,ppm,t,0.500,HYBRID,Unknown,f,f
9c902d03-9da1-450f-a224-d29b3b917fb5,,s41564-024-01691-0 - Microbial polyphenol metabolism is part of the thawing permafrost carbon cycle,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,5,5,ppm,t,0.500,HYBRID,Unknown,f,f
ae0db88a-5101-4787-9ed2-8aba40430f6c,,s41564-024-01691-0 - Microbial polyphenol metabolism is part of the thawing permafrost carbon cycle,,MES,Ambient CO₂ Concentration,ENVIRONMENTAL,,5,5,ppm,t,0.500,HYBRID,Unknown,f,f
2d1eab2e-e4e4-4e7b-bc6d-c1905b378a1c,,hset.v25i.3477 - Research on Microbial Fuel Cell in Water Treatment and Power Generation,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,204,204,ppm,t,0.500,HYBRID,Unknown,f,t
3f5730f9-5e58-434f-8123-c00c0c2ad1df,,hset.v25i.3477 - Research on Microbial Fuel Cell in Water Treatment and Power Generation,,MFC,Ambient CO₂ Concentration,ENVIRONMENTAL,,204,204,ppm,t,0.500,HYBRID,Unknown,f,t
21483ed3-2006-44be-a052-cef4cd0bdd5f,10.12911/22998993/156081,Contaminants Removal from Real Refinery Wastewater Associated with Energy Generation in Microbial Fuel Cell,2023,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,35,35,°C,t,0.500,HYBRID,Unknown,f,t
b8c32172-d0a0-4381-a06f-1b166275355e,10.2166/9781789063813,Resource Recovery from Industrial Wastewater through Microbial Electrochemical Technologies,2024,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,25,25,°C,t,0.500,HYBRID,Unknown,f,t
f2ed0a1f-43dd-4572-ad06-718b93bc5eb3,,fmicb.2024.1511142 - Understanding the limitations of substrate degradation in bioelectrochemical sys,,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,72,72,°C,t,0.500,HYBRID,Unknown,f,t
20766e72-9fb9-4806-90d0-dfa385f3e5ba,,d3gc01548c - Efficient algal lipid extraction via green bio-electro- Fenton process and its c,,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,400,400,°C,t,0.500,HYBRID,Results,f,t
b3d8be27-93ec-48bc-94c5-87e68a4691eb,,s00449-024-03016-1 - Electricity generation and real oily wastewater treatment by Pseudomonas citrone,,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,50,50,°C,t,0.500,HYBRID,Discussion,f,f
ebe08e1d-efd4-4156-abb0-5de0937fe2b2,,v1 - Cryopurification and microbial fuel cell process as a combined approach to treat,,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,30,30,°C,t,0.500,HYBRID,Results,f,t
9186b007-be81-4143-bd80-9a3dc9ef7280,,s40643-023-00655-2 - Construction of Cupriavidus necator displayed with superoxide dismutases for enh,,MES,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,25,25,°C,t,0.500,HYBRID,Unknown,f,f
7381e0fc-16be-4ad2-bf48-40174770f6a3,,s41598-022-06666-x - Microbial epibiotic community of the deep-sea galatheid squat lobster Munidopsis,,MEC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,95,95,°C,t,0.500,HYBRID,Unknown,f,f
12c07093-5e33-43e0-b169-33e8558e158b,,holos.v6i1.199 - ELECTROCHEMICAL TREATMENT OF CHEMICAL INDUSTRY WASTEWATER USING STEEL AND TIRUO2,,MES,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,26,26,°C,t,0.500,HYBRID,Data,f,f
36ebfd51-180b-4353-bf9d-46df5c1e1b6e,,s40168-019-0756-9 - Agricultural management and plant selection interactively affect rhizosphere mic,,MES,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,95,95,°C,t,0.500,HYBRID,Discussion,f,f
a1687408-7d7e-4b30-9615-4ef8421949d8,,s1473550417000295 - Niche for high abundant extremophilic microbial communities in an ancient crater,,MES,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,94,94,°C,t,0.500,HYBRID,Unknown,f,f
5c924ebf-de3e-4b56-a906-c67aa9dc03f0,,v1 - Cryopurification and microbial fuel cell process as a combined approach to treat,,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,30,30,°C,t,0.500,HYBRID,Results,f,t
4a0ddf44-09e1-4c4b-b4d4-86f186d9b1d7,,s13568-014-0022-2 - Microbial community in microbial fuel cell MFC medium and effluent enriched with,,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,94,94,°C,t,0.500,HYBRID,Unknown,f,t
3004ba4c-77ba-43c3-bb56-1972e1f397e0,,JWET.15-046 - Evaluation of the Effect of Graphite Powder in Decreasing the Internal Resistanc,,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,20,20,°C,t,0.500,HYBRID,Data,f,f
5926a20e-7e65-4e7c-b139-036e2b0e70c7,,d3gc01548c - Efficient algal lipid extraction via green bio-electro- Fenton process and its c,,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,400,400,°C,t,0.500,HYBRID,Results,f,t
e8a56011-6c79-42c7-9727-a5150665b043,,JWET.15-046 - Evaluation of the Effect of Graphite Powder in Decreasing the Internal Resistanc,,MFC,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,20,20,°C,t,0.500,HYBRID,Data,f,f
5c98c497-d8e9-4d97-bd68-48b6eb12dc7d,,fsoil.2023.1129040 - Archaeological soil from Roman occupational layers can be differentiated by micr,,MES,Ambient Temperature,ENVIRONMENTAL,Temperature Parameters,60,60,°C,t,0.500,HYBRID,Unknown,f,f
